Date,Daily_Items_Sold,Transactions,Total_Daily_Value,Avg_Item_Value_GBP,Avg_Trans_Value_GBP
2017-01-26,"1,621",697,"93,499",57.68,134.14
2017-01-27,"1,500",614,"87,588",58.39,142.65
2017-01-28,"1,683",676,"99,092",58.88,146.59
2017-01-29,"2,189",883,"128,914",58.89,146.00
2017-01-30,"2,005",848,"118,968",59.34,140.29
2017-01-31,"1,981",848,"119,225",60.18,140.60
2017-02-01,"1,681",706,"102,224",60.81,144.79
2017-02-02,"1,811",791,"105,674",58.35,133.60
2017-02-03,"1,667",716,"97,331",58.39,135.94
2017-02-04,"1,849",778,"105,119",56.85,135.11
2017-02-05,"2,153",890,"125,952",58.50,141.52
2017-02-06,"1,950",809,"111,849",57.36,138.26
2017-02-07,"1,924",772,"116,834",60.72,151.34
2017-02-08,"1,842",772,"108,112",58.69,140.04
2017-02-09,"1,829",765,"109,547",59.89,143.20
2017-02-10,"2,172",920,"128,781",59.29,139.98
2017-02-11,"2,054",881,"123,519",60.14,140.20
2017-02-12,"2,311",970,"144,766",62.64,149.24
2017-02-13,"2,376","1,018","140,403",59.09,137.92
2017-02-14,"1,677",730,"100,224",59.76,137.29
2017-02-15,"1,633",695,"97,701",59.83,140.58
2017-02-16,"1,457",630,"83,841",57.54,133.08
2017-02-17,"1,576",688,"90,341",57.32,131.31
2017-02-18,"1,626",709,"96,041",59.07,135.46
2017-02-19,"2,452","1,045","140,825",57.43,134.76
2017-02-20,"2,242",974,"130,007",57.99,133.48
2017-02-21,"1,912",804,"106,088",55.49,131.95
2017-02-22,"1,740",738,"98,219",56.45,133.09
2017-02-23,"1,658",702,"92,944",56.06,132.40
2017-02-24,"1,798",791,"101,494",56.45,128.31
2017-02-25,"2,020",867,"115,271",57.06,132.95
2017-02-26,"2,130",887,"121,247",56.92,136.69
2017-02-27,"2,024",856,"108,733",53.72,127.02
2017-02-28,"1,957",827,"107,814",55.09,130.37
2017-03-01,"1,882",809,"102,335",54.38,126.50
2017-03-02,"1,846",797,"105,901",57.37,132.88
2017-03-03,"1,916",814,"105,110",54.86,129.13
2017-03-04,"1,802",761,"105,096",58.32,138.10
2017-03-05,"2,287",956,"136,769",59.80,143.06
2017-03-06,"2,080",882,"120,486",57.93,136.61
2017-03-07,"2,005",869,"118,912",59.31,136.84
2017-03-08,"2,018",859,"113,271",56.13,131.86
2017-03-09,"1,805",764,"102,774",56.94,134.52
2017-03-10,"1,824",795,"105,939",58.08,133.26
2017-03-11,"1,879",784,"109,487",58.27,139.65
2017-03-12,"2,173",904,"123,180",56.69,136.26
2017-03-13,"1,673",721,"94,578",56.53,131.18
2017-03-14,"1,470",621,"78,960",53.71,127.15
2017-03-15,"1,509",633,"80,622",53.43,127.36
2017-03-16,"1,571",668,"86,657",55.16,129.73
2017-03-17,"1,507",658,"82,424",54.69,125.26
2017-03-18,"1,775",762,"99,188",55.88,130.17
2017-03-19,"2,077",850,"115,140",55.44,135.46
2017-03-20,"2,903","1,305","176,556",60.82,135.29
2017-03-21,"1,863",821,"109,247",58.64,133.07
2017-03-22,"1,965",867,"117,662",59.88,135.71
2017-03-23,"1,694",748,"101,157",59.72,135.24
2017-03-24,"1,665",736,"101,474",60.95,137.87
2017-03-25,"1,487",638,"90,874",61.11,142.44
2017-03-26,"1,827",773,"108,747",59.52,140.68
2017-03-27,"1,830",773,"103,587",56.61,134.01
2017-03-28,"1,565",683,"84,508",54.00,123.73
2017-03-29,"1,790",789,"96,883",54.12,122.79
2017-03-30,"1,490",665,"81,656",54.80,122.79
2017-03-31,"1,734",747,"97,272",56.10,130.22
2017-04-01,"1,741",755,"97,832",56.19,129.58
2017-04-02,"1,796",748,"106,397",59.24,142.24
2017-04-03,"1,606",677,"90,443",56.32,133.59
2017-04-04,"1,664",720,"95,203",57.21,132.23
2017-04-05,"1,959",825,"118,279",60.38,143.37
2017-04-06,"1,629",710,"93,062",57.13,131.07
2017-04-07,"1,436",628,"85,154",59.30,135.60
2017-04-08,"1,071",472,"61,492",57.42,130.28
2017-04-09,"1,264",532,"70,645",55.89,132.79
2017-04-10,"1,574",688,"87,820",55.79,127.65
2017-04-11,"1,645",696,"91,273",55.48,131.14
2017-04-12,"1,476",623,"82,852",56.13,132.99
2017-04-13,"1,673",706,"88,112",52.67,124.80
2017-04-14,"1,493",646,"85,696",57.40,132.66
2017-04-15,"1,260",551,"73,802",58.57,133.94
2017-04-16,"1,205",503,"69,915",58.02,139.00
2017-04-17,"1,572",665,"89,077",56.66,133.95
2017-04-18,"1,391",591,"76,952",55.32,130.21
2017-04-19,"1,183",498,"61,738",52.19,123.97
2017-04-20,"1,360",577,"71,016",52.22,123.08
2017-04-21,"1,167",538,"63,628",54.52,118.27
2017-04-22,"1,267",562,"68,754",54.26,122.34
2017-04-23,"1,318",539,"71,419",54.19,132.50
2017-04-24,"1,350",590,"72,618",53.79,123.08
2017-04-25,"1,615",704,"83,405",51.64,118.47
2017-04-26,"1,615",712,"86,833",53.77,121.96
2017-04-27,"1,545",686,"81,951",53.04,119.46
2017-04-28,"1,895",830,"101,690",53.66,122.52
2017-04-29,"1,615",703,"85,529",52.96,121.66
2017-04-30,"1,897",833,"102,001",53.77,122.45
2017-05-01,"2,070",906,"110,773",53.51,122.27
2017-05-02,"1,810",782,"92,312",51.00,118.05
2017-05-03,"1,749",735,"89,616",51.24,121.93
2017-05-04,"2,048",899,"109,858",53.64,122.20
2017-05-05,"2,034",919,"108,233",53.21,117.77
2017-05-06,"1,761",771,"96,865",55.01,125.64
2017-05-07,"2,091",883,"118,232",56.54,133.90
2017-05-08,"2,057",900,"111,385",54.15,123.76
2017-05-09,"1,942",812,"103,807",53.45,127.84
2017-05-10,"1,618",708,"84,534",52.25,119.40
2017-05-11,"1,641",715,"84,187",51.30,117.74
2017-05-12,"1,694",730,"95,312",56.26,130.56
2017-05-13,"1,678",691,"95,559",56.95,138.29
2017-05-14,"1,582",647,"83,004",52.47,128.29
2017-05-15,"1,866",802,"100,984",54.12,125.91
2017-05-16,"1,778",765,"94,164",52.96,123.09
2017-05-17,"1,707",723,"93,734",54.91,129.65
2017-05-18,"1,605",694,"87,822",54.72,126.54
2017-05-19,"1,681",717,"94,743",56.36,132.14
2017-05-20,"1,578",666,"89,397",56.65,134.23
2017-05-21,"1,676",721,"90,077",53.75,124.93
2017-05-22,"1,660",701,"90,393",54.45,128.95
2017-05-23,"1,450",626,"76,409",52.70,122.06
2017-05-24,"1,231",519,"67,762",55.05,130.56
2017-05-25,"1,306",547,"71,237",54.55,130.23
2017-05-26,"1,364",601,"73,285",53.73,121.94
2017-05-27,"1,384",585,"73,672",53.23,125.93
2017-05-28,"1,538",659,"79,936",51.97,121.30
2017-05-29,"2,029",865,"107,467",52.97,124.24
2017-05-30,"2,053",866,"106,961",52.10,123.51
2017-05-31,"2,702","1,175","143,429",53.08,122.07
2017-06-01,"2,223",948,"118,883",53.48,125.40
2017-06-02,"2,036",882,"108,077",53.08,122.54
2017-06-03,"1,731",740,"95,051",54.91,128.45
2017-06-04,"1,611",668,"84,528",52.47,126.54
2017-06-05,"1,834",779,"94,504",51.53,121.31
2017-06-06,"1,893",803,"101,056",53.38,125.85
2017-06-07,"1,694",726,"91,404",53.96,125.90
2017-06-08,"1,661",701,"89,439",53.85,127.59
2017-06-09,"1,512",663,"78,848",52.15,118.93
2017-06-10,"1,501",644,"73,814",49.18,114.62
2017-06-11,"1,724",695,"92,974",53.93,133.78
2017-06-12,"1,769",769,"93,625",52.93,121.75
2017-06-13,"2,278",906,"115,935",50.89,127.96
2017-06-14,"1,526",646,"76,757",50.30,118.82
2017-06-15,"1,514",662,"77,637",51.28,117.28
2017-06-16,"1,506",646,"75,548",50.16,116.95
2017-06-17,"1,356",583,"71,672",52.86,122.94
2017-06-18,"1,408",580,"71,706",50.93,123.63
2017-06-19,"1,626",697,"82,339",50.64,118.13
2017-06-20,"1,723",751,"88,895",51.59,118.37
2017-06-21,"1,608",697,"83,998",52.24,120.51
2017-06-22,"1,703",717,"90,249",52.99,125.87
2017-06-23,"1,901",822,"98,672",51.91,120.04
2017-06-24,"1,743",730,"96,279",55.24,131.89
2017-06-25,"2,015",843,"107,435",53.32,127.44
2017-06-26,"2,041",873,"109,307",53.56,125.21
2017-06-27,"1,982",862,"106,952",53.96,124.07
2017-06-28,"2,050",915,"105,604",51.51,115.41
2017-06-29,"1,940",837,"101,295",52.21,121.02
2017-06-30,"1,902",830,"103,202",54.26,124.34
2017-07-01,"2,411","1,001","132,502",54.96,132.37
2017-07-02,"1,898",797,"102,317",53.91,128.38
2017-07-03,"2,286",940,"125,195",54.77,133.19
2017-07-04,"2,032",849,"103,430",50.90,121.83
2017-07-05,"2,066",857,"110,047",53.27,128.41
2017-07-06,"1,702",721,"86,682",50.93,120.22
2017-07-07,"1,964",799,"107,708",54.84,134.80
2017-07-08,"1,862",750,"97,760",52.50,130.35
2017-07-09,"2,146",853,"115,512",53.83,135.42
2017-07-10,"2,365",956,"125,966",53.26,131.76
2017-07-11,"2,149",894,"107,334",49.95,120.06
2017-07-12,"2,036",846,"103,316",50.74,122.12
2017-07-13,"1,995",838,"99,239",49.74,118.42
2017-07-14,"2,142",900,"108,116",50.47,120.13
2017-07-15,"1,925",769,"100,704",52.31,130.95
2017-07-16,"2,066",818,"110,192",53.34,134.71
2017-07-17,"1,930",845,"96,155",49.82,113.79
2017-07-18,"1,999",841,"97,901",48.97,116.41
2017-07-19,"1,876",779,"92,228",49.16,118.39
2017-07-20,"2,055",833,"105,922",51.54,127.16
2017-07-21,"1,837",775,"95,173",51.81,122.80
2017-07-22,"1,845",759,"94,062",50.98,123.93
2017-07-23,"2,014",810,"101,736",50.51,125.60
2017-07-24,"2,034",842,"101,904",50.10,121.03
2017-07-25,"2,056",863,"104,186",50.67,120.73
2017-07-26,"2,454","1,014","124,100",50.57,122.39
2017-07-27,"2,260",971,"119,449",52.85,123.02
2017-07-28,"2,241",936,"118,148",52.72,126.23
2017-07-29,"2,015",824,"107,995",53.60,131.06
2017-07-30,"2,222",909,"116,369",52.37,128.02
2017-07-31,"2,559","1,054","128,659",50.28,122.07
2017-08-01,"2,645","1,125","132,206",49.98,117.52
2017-08-02,"2,695","1,138","136,618",50.69,120.05
2017-08-03,"2,379",981,"114,986",48.33,117.21
2017-08-04,"2,110",893,"105,382",49.94,118.01
2017-08-05,"1,918",791,"97,733",50.96,123.56
2017-08-06,"1,864",751,"100,873",54.12,134.32
2017-08-07,"2,278",951,"114,390",50.21,120.28
2017-08-08,"2,275",929,"117,661",51.72,126.65
2017-08-09,"2,459","1,012","125,082",50.87,123.60
2017-08-10,"2,105",871,"109,930",52.22,126.21
2017-08-11,"2,364",988,"125,652",53.15,127.18
2017-08-12,"1,816",798,"98,011",53.97,122.82
2017-08-13,"1,554",623,"83,768",53.90,134.46
2017-08-14,"2,144",853,"108,579",50.64,127.29
2017-08-15,"2,153",892,"113,524",52.73,127.27
2017-08-16,"2,033",864,"103,967",51.14,120.33
2017-08-17,"1,885",785,"90,973",48.26,115.89
2017-08-18,"1,933",827,"95,729",49.52,115.75
2017-08-19,"1,530",660,"77,200",50.46,116.97
2017-08-20,"1,785",711,"93,351",52.30,131.29
2017-08-21,"2,020",847,"102,356",50.67,120.85
2017-08-22,"2,018",807,"102,293",50.69,126.76
2017-08-23,"2,200",927,"108,809",49.46,117.38
2017-08-24,"1,838",777,"88,269",48.02,113.60
2017-08-25,"2,002",845,"96,992",48.45,114.78
2017-08-26,"1,570",648,"76,813",48.93,118.54
2017-08-27,"1,376",556,"65,775",47.80,118.30
2017-08-28,"1,605",675,"81,722",50.92,121.07
2017-08-29,"1,822",760,"90,090",49.45,118.54
2017-08-30,"2,200",884,"105,220",47.83,119.03
2017-08-31,"2,095",862,"99,618",47.55,115.57
2017-09-01,"2,032",840,"104,907",51.63,124.89
2017-09-02,"1,659",696,"84,579",50.98,121.52
2017-09-03,"2,045",841,"106,011",51.84,126.05
2017-09-04,"1,841",782,"94,315",51.23,120.61
2017-09-05,"1,944",783,"100,585",51.74,128.46
2017-09-06,"1,697",735,"87,906",51.80,119.60
2017-09-07,"1,842",773,"89,907",48.81,116.31
2017-09-08,"1,872",800,"92,288",49.30,115.36
2017-09-09,"1,792",750,"95,591",53.34,127.46
2017-09-10,"2,023",809,"110,814",54.78,136.98
2017-09-11,"1,936",786,"106,092",54.80,134.98
2017-09-12,"1,933",820,"103,592",53.59,126.33
2017-09-13,"1,675",681,"81,449",48.63,119.60
2017-09-14,"1,695",688,"89,961",53.07,130.76
2017-09-15,"1,571",669,"84,657",53.89,126.54
2017-09-16,"1,583",629,"86,735",54.79,137.89
2017-09-17,"1,675",649,"88,812",53.02,136.84
2017-09-18,"1,950",774,"103,697",53.18,133.97
2017-09-19,"1,936",815,"100,082",51.70,122.80
2017-09-20,"1,793",746,"93,431",52.11,125.24
2017-09-21,"1,780",721,"94,197",52.92,130.65
2017-09-22,"2,186",903,"115,905",53.02,128.36
2017-09-23,"2,133",862,"117,208",54.95,135.97
2017-09-24,"2,217",867,"123,475",55.69,142.42
2017-09-25,"2,853","1,140","148,185",51.94,129.99
2017-09-26,"2,583","1,023","134,473",52.06,131.45
2017-09-27,"2,418",991,"128,337",53.08,129.50
2017-09-28,"2,255",924,"117,201",51.97,126.84
2017-09-29,"2,754","1,085","147,815",53.67,136.23
2017-09-30,"2,461",991,"129,121",52.47,130.29
2017-10-01,"3,170","1,239","167,606",52.87,135.28
2017-10-02,"2,616","1,073","133,973",51.21,124.86
2017-10-03,"2,652","1,062","131,006",49.40,123.36
2017-10-04,"2,425",988,"122,785",50.63,124.28
2017-10-05,"2,553","1,057","129,839",50.86,122.84
2017-10-06,"2,383",967,"124,034",52.05,128.27
2017-10-07,"2,551","1,023","125,184",49.07,122.37
2017-10-08,"3,015","1,197","154,223",51.15,128.84
2017-10-09,"3,038","1,207","158,706",52.24,131.49
2017-10-10,"2,901","1,154","151,501",52.22,131.28
2017-10-11,"2,765","1,113","141,945",51.34,127.53
2017-10-12,"2,516","1,014","129,599",51.51,127.81
2017-10-13,"2,575","1,048","135,291",52.54,129.09
2017-10-14,"2,543","1,035","136,480",53.67,131.86
2017-10-15,"3,128","1,216","163,871",52.39,134.76
2017-10-16,"3,111","1,250","163,111",52.43,130.49
2017-10-17,"2,871","1,175","155,266",54.08,132.14
2017-10-18,"2,893","1,166","153,397",53.02,131.56
2017-10-19,"2,923","1,167","151,976",51.99,130.23
2017-10-20,"2,766","1,145","144,412",52.21,126.12
2017-10-21,"2,960","1,155","163,132",55.11,141.24
2017-10-22,"3,467","1,340","178,905",51.60,133.51
2017-10-23,"3,025","1,230","158,849",52.51,129.15
2017-10-24,"2,998","1,202","159,259",53.12,132.49
2017-10-25,"2,873","1,205","151,627",52.78,125.83
2017-10-26,"2,845","1,162","144,755",50.88,124.57
2017-10-27,"2,692","1,126","140,217",52.09,124.53
2017-10-28,"2,591","1,049","136,592",52.72,130.21
2017-10-29,"3,278","1,272","175,327",53.49,137.84
2017-10-30,"2,913","1,165","150,819",51.77,129.46
2017-10-31,"2,937","1,189","151,156",51.47,127.13
2017-11-01,"2,905","1,137","142,514",49.06,125.34
2017-11-02,"2,913","1,182","146,476",50.28,123.92
2017-11-03,"3,109","1,230","158,514",50.99,128.87
2017-11-04,"3,324","1,296","175,303",52.74,135.26
2017-11-05,"3,905","1,496","200,277",51.29,133.88
2017-11-06,"3,512","1,392","172,960",49.25,124.25
2017-11-07,"3,486","1,358","170,918",49.03,125.86
2017-11-08,"2,888","1,132","145,639",50.43,128.66
2017-11-09,"2,755","1,103","141,485",51.36,128.27
2017-11-10,"2,985","1,223","157,253",52.68,128.58
2017-11-11,"2,572","1,012","134,652",52.35,133.06
2017-11-12,"3,263","1,238","171,343",52.51,138.40
2017-11-13,"3,104","1,209","157,165",50.63,130.00
2017-11-14,"2,858","1,130","149,320",52.25,132.14
2017-11-15,"2,712","1,076","137,147",50.57,127.46
2017-11-16,"2,810","1,160","147,804",52.60,127.42
2017-11-17,"3,251","1,338","176,907",54.42,132.22
2017-11-18,"2,562","1,024","138,813",54.18,135.56
2017-11-19,"3,412","1,292","187,866",55.06,145.41
2017-11-20,"3,490","1,414","170,535",48.86,120.60
2017-11-21,"3,242","1,319","163,177",50.33,123.71
2017-11-22,"3,016","1,245","146,342",48.52,117.54
2017-11-23,"2,774","1,134","137,068",49.41,120.87
2017-11-24,"4,270","1,787","204,023",47.78,114.17
2017-11-25,"3,203","1,307","160,525",50.12,122.82
2017-11-26,"3,531","1,435","179,044",50.71,124.77
2017-11-27,"3,232","1,346","160,527",49.67,119.26
2017-11-28,"2,704","1,131","143,397",53.03,126.79
2017-11-29,"2,549","1,019","138,275",54.25,135.70
2017-11-30,"2,640","1,050","143,210",54.25,136.39
2017-12-01,"2,411",975,"140,355",58.21,143.95
2017-12-02,"2,429",939,"134,551",55.39,143.29
2017-12-03,"2,987","1,177","170,165",56.97,144.58
2017-12-04,"3,141","1,304","174,323",55.50,133.68
2017-12-05,"2,817","1,149","152,324",54.07,132.57
2017-12-06,"2,635","1,066","146,924",55.76,137.83
2017-12-07,"2,427",967,"128,148",52.80,132.52
2017-12-08,"2,048",824,"110,828",54.12,134.50
2017-12-09,"2,094",851,"119,868",57.24,140.86
2017-12-10,"2,596",998,"142,132",54.75,142.42
2017-12-11,"2,438","1,019","127,403",52.26,125.03
2017-12-12,"2,265",924,"120,839",53.35,130.78
2017-12-13,"2,216",926,"117,781",53.15,127.19
2017-12-14,"2,354",963,"126,551",53.76,131.41
2017-12-15,"2,623","1,075","146,845",55.98,136.60
2017-12-16,"2,496","1,001","133,995",53.68,133.86
2017-12-17,"2,798","1,136","153,735",54.94,135.33
2017-12-18,"2,939","1,221","160,711",54.68,131.62
2017-12-19,"2,518","1,048","136,983",54.40,130.71
2017-12-20,"2,769","1,175","151,806",54.82,129.20
2017-12-21,"2,722","1,128","154,569",56.79,137.03
2017-12-22,"2,915","1,228","159,717",54.79,130.06
2017-12-23,"2,502","1,023","138,120",55.20,135.01
2017-12-24,"2,414",991,"138,783",57.49,140.04
2017-12-25,"1,332",554,"75,833",56.93,136.88
2017-12-26,"1,955",790,"97,841",50.05,123.85
2017-12-27,"2,203",848,"123,065",55.86,145.12
2017-12-28,"2,241",875,"118,733",52.98,135.70
2017-12-29,"2,414",998,"123,473",51.15,123.72
2017-12-30,"2,081",852,"114,538",55.04,134.43
2017-12-31,"1,743",731,"96,279",55.24,131.71
2018-01-01,"2,472","1,009","133,299",53.92,132.11
2018-01-02,"3,056","1,316","157,328",51.48,119.55
2018-01-03,"2,679","1,132","138,014",51.52,121.92
2018-01-04,"2,330",978,"126,487",54.29,129.33
2018-01-05,"2,328",958,"129,420",55.59,135.09
2018-01-06,"2,017",841,"110,184",54.63,131.01
2018-01-07,"2,566","1,060","139,347",54.31,131.46
2018-01-08,"2,284",928,"125,030",54.74,134.73
2018-01-09,"1,998",863,"107,019",53.56,124.01
2018-01-10,"2,026",844,"109,164",53.88,129.34
2018-01-11,"1,924",824,"110,364",57.36,133.94
2018-01-12,"2,074",901,"117,400",56.61,130.30
2018-01-13,"2,014",827,"118,198",58.69,142.92
2018-01-14,"2,383",969,"135,144",56.71,139.47
2018-01-15,"2,243",928,"119,873",53.44,129.17
2018-01-16,"1,924",781,"101,407",52.71,129.84
2018-01-17,"1,806",780,"95,772",53.03,122.79
2018-01-18,"1,727",711,"94,356",54.64,132.71
2018-01-19,"1,556",682,"86,621",55.67,127.01
2018-01-20,"1,548",673,"83,361",53.85,123.86
2018-01-21,"2,310",934,"124,985",54.11,133.82
2018-01-22,"2,313",992,"121,799",52.66,122.78
2018-01-23,"1,868",810,"95,249",50.99,117.59
2018-01-24,"1,825",797,"94,204",51.62,118.20
2018-01-25,"1,929",821,"102,490",53.13,124.84
2018-01-26,"1,943",844,"106,764",54.95,126.50
2018-01-27,"2,025",844,"112,605",55.61,133.42
2018-01-28,"2,485","1,051","135,578",54.56,129.00
2018-01-29,"2,245",960,"119,947",53.43,124.94
2018-01-30,"1,997",844,"106,118",53.14,125.73
2018-01-31,"2,343","1,005","120,715",51.52,120.11
2018-02-01,"2,106",903,"112,244",53.30,124.30
2018-02-02,"1,824",762,"97,140",53.26,127.48
2018-02-03,"1,854",762,"99,240",53.53,130.24
2018-02-04,"2,129",890,"115,032",54.03,129.25
2018-02-05,"1,940",835,"105,327",54.29,126.14
2018-02-06,"2,046",898,"110,223",53.87,122.74
2018-02-07,"1,980",866,"105,288",53.18,121.58
2018-02-08,"2,046",873,"113,231",55.34,129.70
2018-02-09,"2,037",862,"114,703",56.31,133.07
2018-02-10,"1,815",748,"102,012",56.20,136.38
2018-02-11,"2,333",969,"133,899",57.39,138.18
2018-02-12,"2,181",933,"118,691",54.42,127.21
2018-02-13,"1,896",799,"100,115",52.80,125.30
2018-02-14,"1,646",720,"90,417",54.93,125.58
2018-02-15,"1,653",692,"93,935",56.83,135.74
2018-02-16,"1,725",734,"93,823",54.39,127.82
2018-02-17,"1,503",628,"80,712",53.70,128.52
2018-02-18,"2,239",954,"123,306",55.07,129.25
2018-02-19,"2,010",867,"107,662",53.56,124.18
2018-02-20,"1,698",737,"87,122",51.31,118.21
2018-02-21,"1,671",709,"85,213",51.00,120.19
2018-02-22,"1,843",756,"93,956",50.98,124.28
2018-02-23,"1,678",719,"87,782",52.31,122.09
2018-02-24,"1,751",744,"91,736",52.39,123.30
2018-02-25,"1,929",809,"103,151",53.47,127.50
2018-02-26,"1,728",735,"92,813",53.71,126.28
2018-02-27,"1,623",668,"81,640",50.30,122.22
2018-02-28,"1,577",657,"82,736",52.46,125.93
2018-03-01,"1,467",615,"77,394",52.76,125.84
2018-03-02,"1,876",789,"92,290",49.20,116.97
2018-03-03,"2,143",883,"121,450",56.67,137.54
2018-03-04,"2,491","1,045","124,534",49.99,119.17
2018-03-05,"2,004",860,"102,765",51.28,119.49
2018-03-06,"1,949",813,"101,584",52.12,124.95
2018-03-07,"1,861",768,"96,584",51.90,125.76
2018-03-08,"1,562",671,"80,808",51.73,120.43
2018-03-09,"1,581",682,"80,677",51.03,118.29
2018-03-10,"1,627",683,"82,030",50.42,120.10
2018-03-11,"2,205",917,"114,953",52.13,125.36
2018-03-12,"1,835",789,"93,426",50.91,118.41
2018-03-13,"1,418",613,"67,604",47.68,110.28
2018-03-14,"1,377",577,"65,148",47.31,112.91
2018-03-15,"1,411",620,"71,408",50.61,115.17
2018-03-16,"1,554",658,"81,320",52.33,123.59
2018-03-17,"1,508",642,"77,021",51.08,119.97
2018-03-18,"2,153",861,"109,503",50.86,127.18
2018-03-19,"3,216","1,322","184,529",57.38,139.58
2018-03-20,"1,808",730,"91,483",50.60,125.32
2018-03-21,"1,936",804,"97,714",50.47,121.53
2018-03-22,"2,065",899,"111,545",54.02,124.08
2018-03-23,"2,093",869,"108,811",51.99,125.21
2018-03-24,"1,933",796,"101,838",52.68,127.94
2018-03-25,"2,179",888,"114,816",52.69,129.30
2018-03-26,"2,591","1,123","127,613",49.25,113.64
2018-03-27,"1,678",702,"85,363",50.87,121.60
2018-03-28,"1,985",830,"101,822",51.30,122.68
2018-03-29,"2,066",868,"108,062",52.31,124.50
2018-03-30,"2,290",935,"121,739",53.16,130.20
2018-03-31,"1,780",728,"96,441",54.18,132.47
2018-04-01,"1,686",665,"87,246",51.75,131.20
2018-04-02,"1,949",815,"104,188",53.46,127.84
2018-04-03,"1,460",605,"79,194",54.24,130.90
2018-04-04,"1,800",731,"99,474",55.26,136.08
2018-04-05,"1,404",594,"73,458",52.32,123.67
2018-04-06,"1,523",642,"72,779",47.79,113.36
2018-04-07,"1,386",564,"72,344",52.20,128.27
2018-04-08,"1,772",723,"90,978",51.34,125.83
2018-04-09,"2,086",865,"100,540",48.20,116.23
2018-04-10,"1,457",601,"71,812",49.29,119.49
2018-04-11,"1,475",612,"73,634",49.92,120.32
2018-04-12,"1,787",739,"87,126",48.76,117.90
2018-04-13,"1,636",709,"80,055",48.93,112.91
2018-04-14,"1,443",609,"79,581",55.15,130.67
2018-04-15,"1,702",692,"85,242",50.08,123.18
2018-04-16,"1,118",468,"54,320",48.59,116.07
2018-04-17,"1,186",501,"59,446",50.12,118.65
2018-04-18,"1,112",476,"61,868",55.64,129.98
2018-04-19,"1,054",455,"55,983",53.11,123.04
2018-04-20,"1,113",451,"58,830",52.86,130.44
2018-04-21,"1,070",467,"63,573",59.41,136.13
2018-04-22,"1,309",543,"73,603",56.23,135.55
2018-04-23,"1,532",655,"72,210",47.13,110.24
2018-04-24,"1,443",608,"71,268",49.39,117.22
2018-04-25,"1,517",659,"79,433",52.36,120.54
2018-04-26,"1,345",575,"68,808",51.16,119.67
2018-04-27,"1,726",758,"90,171",52.24,118.96
2018-04-28,"1,716",723,"92,474",53.89,127.90
2018-04-29,"1,865",751,"94,811",50.84,126.25
2018-04-30,"2,143",904,"106,541",49.72,117.85
2018-05-01,"2,293",965,"121,746",53.09,126.16
2018-05-02,"2,037",842,"108,546",53.29,128.91
2018-05-03,"1,647",690,"86,198",52.34,124.93
2018-05-04,"1,934",794,"108,611",56.16,136.79
2018-05-05,"1,574",626,"87,990",55.90,140.56
2018-05-06,"1,386",569,"73,285",52.88,128.80
2018-05-07,"1,461",599,"78,307",53.60,130.73
2018-05-08,"1,467",617,"79,181",53.97,128.33
2018-05-09,"1,546",634,"81,546",52.75,128.62
2018-05-10,"1,702",736,"87,917",51.66,119.45
2018-05-11,"1,659",699,"89,138",53.73,127.52
2018-05-12,"1,719",732,"94,395",54.91,128.96
2018-05-13,"1,684",709,"91,976",54.62,129.73
2018-05-14,"1,694",727,"85,864",50.69,118.11
2018-05-15,"1,602",661,"81,407",50.82,123.16
2018-05-16,"1,819",754,"89,414",49.16,118.59
2018-05-17,"1,628",695,"77,903",47.85,112.09
2018-05-18,"1,692",700,"75,875",44.84,108.39
2018-05-19,"1,135",451,"57,787",50.91,128.13
2018-05-20,"1,562",653,"80,431",51.49,123.17
2018-05-21,"1,641",695,"77,546",47.26,111.58
2018-05-22,"1,445",607,"70,721",48.94,116.51
2018-05-23,"1,651",706,"76,642",46.42,108.56
2018-05-24,"1,816",760,"82,515",45.44,108.57
2018-05-25,"1,580",672,"79,110",50.07,117.72
2018-05-26,"1,411",604,"73,116",51.82,121.05
2018-05-27,"1,354",565,"66,177",48.88,117.13
2018-05-28,"1,358",592,"70,373",51.82,118.87
2018-05-29,"1,744",738,"85,680",49.13,116.10
2018-05-30,"1,858",793,"88,465",47.61,111.56
2018-05-31,"1,849",775,"89,271",48.28,115.19
2018-06-01,"1,662",728,"89,125",53.63,122.42
2018-06-02,"1,400",601,"73,357",52.40,122.06
2018-06-03,"1,497",627,"77,249",51.60,123.20
2018-06-04,"1,751",733,"88,548",50.57,120.80
2018-06-05,"1,685",711,"85,271",50.61,119.93
2018-06-06,"1,957",810,"100,479",51.34,124.05
2018-06-07,"1,575",678,"77,532",49.23,114.35
2018-06-08,"2,097",857,"117,688",56.12,137.33
2018-06-09,"1,401",587,"76,957",54.93,131.10
2018-06-10,"1,502",611,"77,800",51.80,127.33
2018-06-11,"1,617",673,"84,500",52.26,125.56
2018-06-12,"2,070",838,"105,057",50.75,125.37
2018-06-13,"1,563",672,"78,202",50.03,116.37
2018-06-14,"1,401",587,"71,646",51.14,122.05
2018-06-15,"1,434",603,"72,633",50.65,120.45
2018-06-16,"1,313",535,"66,604",50.73,124.49
2018-06-17,"1,545",618,"79,700",51.59,128.96
2018-06-18,"1,355",545,"71,368",52.67,130.95
2018-06-19,"1,400",600,"70,163",50.12,116.94
2018-06-20,"1,366",568,"66,887",48.97,117.76
2018-06-21,"1,230",507,"66,982",54.46,132.11
