Date,Daily_Items_Sold,Total_Daily_Value,Avg_Item_Value_GBP,Avg_Trans_Value_GBP
2017-05-15,"1,866","100,984",54.12,125.91
2017-05-16,"1,778","94,164",52.96,123.09
2017-05-17,"1,707","93,734",54.91,129.65
2017-05-18,"1,605","87,822",54.72,126.54
2017-05-19,"1,681","94,743",56.36,132.14
2017-05-20,"1,578","89,397",56.65,134.23
2017-05-21,"1,676","90,077",53.75,124.93
2017-05-22,"1,660","90,393",54.45,128.95
2017-05-23,"1,450","76,409",52.7,122.06
2017-05-24,"1,231","67,762",55.05,130.56
2017-05-25,"1,306","71,237",54.55,130.23
2017-05-26,"1,364","73,285",53.73,121.94
2017-05-27,"1,384","73,672",53.23,125.93
2017-05-28,"1,538","79,936",51.97,121.3
2017-05-29,"2,029","107,467",52.97,124.24
2017-05-30,"2,053","106,961",52.1,123.51
2017-05-31,"2,702","143,429",53.08,122.07
2017-06-01,"2,223","118,883",53.48,125.4
2017-06-02,"2,036","108,077",53.08,122.54
2017-06-03,"1,731","95,051",54.91,128.45
2017-06-04,"1,611","84,528",52.47,126.54
2017-06-05,"1,834","94,504",51.53,121.31
2017-06-06,"1,893","101,056",53.38,125.85
2017-06-07,"1,694","91,404",53.96,125.9
2017-06-08,"1,661","89,439",53.85,127.59
2017-06-09,"1,512","78,848",52.15,118.93
2017-06-10,"1,501","73,814",49.18,114.62
2017-06-11,"1,724","92,974",53.93,133.78
2017-06-12,"1,769","93,625",52.93,121.75
2017-06-13,"2,278","115,935",50.89,127.96
2017-06-14,"1,526","76,757",50.3,118.82
2017-06-15,"1,514","77,637",51.28,117.28
2017-06-16,"1,506","75,548",50.16,116.95
2017-06-17,"1,356","71,672",52.86,122.94
2017-06-18,"1,408","71,706",50.93,123.63
2017-06-19,"1,626","82,339",50.64,118.13
2017-06-20,"1,723","88,895",51.59,118.37
2017-06-21,"1,608","83,998",52.24,120.51
2017-06-22,"1,703","90,249",52.99,125.87
2017-06-23,"1,901","98,672",51.91,120.04
2017-06-24,"1,743","96,279",55.24,131.89
2017-06-25,"2,015","107,435",53.32,127.44
2017-06-26,"2,041","109,307",53.56,125.21
2017-06-27,"1,982","106,952",53.96,124.07
2017-06-28,"2,050","105,604",51.51,115.41
2017-06-29,"1,940","101,295",52.21,121.02
2017-06-30,"1,902","103,202",54.26,124.34
2017-07-01,"2,411","132,502",54.96,132.37
2017-07-02,"1,898","102,317",53.91,128.38
2017-07-03,"2,286","125,195",54.77,133.19
2017-07-04,"2,032","103,430",50.9,121.83
2017-07-05,"2,066","110,047",53.27,128.41
2017-07-06,"1,702","86,682",50.93,120.22
2017-07-07,"1,964","107,708",54.84,134.8
2017-07-08,"1,862","97,760",52.5,130.35
2017-07-09,"2,146","115,512",53.83,135.42
2017-07-10,"2,365","125,966",53.26,131.76
2017-07-11,"2,149","107,334",49.95,120.06
2017-07-12,"2,036","103,316",50.74,122.12
2017-07-13,"1,995","99,239",49.74,118.42
2017-07-14,"2,142","108,116",50.47,120.13
2017-07-15,"1,925","100,704",52.31,130.95
2017-07-16,"2,066","110,192",53.34,134.71
2017-07-17,"1,930","96,155",49.82,113.79
2017-07-18,"1,999","97,901",48.97,116.41
2017-07-19,"1,876","92,228",49.16,118.39
2017-07-20,"2,055","105,922",51.54,127.16
2017-07-21,"1,837","95,173",51.81,122.8
2017-07-22,"1,845","94,062",50.98,123.93
2017-07-23,"2,014","101,736",50.51,125.6
2017-07-24,"2,034","101,904",50.1,121.03
2017-07-25,"2,056","104,186",50.67,120.73
2017-07-26,"2,454","124,100",50.57,122.39
2017-07-27,"2,260","119,449",52.85,123.02
2017-07-28,"2,241","118,148",52.72,126.23
2017-07-29,"2,015","107,995",53.6,131.06
2017-07-30,"2,222","116,369",52.37,128.02
2017-07-31,"2,559","128,659",50.28,122.07
2017-08-01,"2,645","132,206",49.98,117.52
2017-08-02,"2,695","136,618",50.69,120.05
2017-08-03,"2,379","114,986",48.33,117.21
2017-08-04,"2,110","105,382",49.94,118.01
2017-08-05,"1,918","97,733",50.96,123.56
2017-08-06,"1,864","100,873",54.12,134.32
2017-08-07,"2,278","114,390",50.21,120.28
2017-08-08,"2,275","117,661",51.72,126.65
2017-08-09,"2,459","125,082",50.87,123.6
2017-08-10,"2,105","109,930",52.22,126.21
2017-08-11,"2,364","125,652",53.15,127.18
2017-08-12,"1,816","98,011",53.97,122.82
2017-08-13,"1,554","83,768",53.9,134.46
2017-08-14,"2,144","108,579",50.64,127.29
2017-08-15,"2,153","113,524",52.73,127.27
2017-08-16,"2,033","103,967",51.14,120.33
2017-08-17,"1,885","90,973",48.26,115.89
2017-08-18,"1,933","95,729",49.52,115.75
2017-08-19,"1,530","77,200",50.46,116.97
2017-08-20,"1,785","93,351",52.3,131.29
2017-08-21,"2,020","102,356",50.67,120.85
2017-08-22,"2,018","102,293",50.69,126.76
2017-08-23,"2,200","108,809",49.46,117.38
2017-08-24,"1,838","88,269",48.02,113.6
2017-08-25,"2,002","96,992",48.45,114.78
2017-08-26,"1,570","76,813",48.93,118.54
2017-08-27,"1,376","65,775",47.8,118.3
2017-08-28,"1,605","81,722",50.92,121.07
2017-08-29,"1,822","90,090",49.45,118.54
2017-08-30,"2,200","105,220",47.83,119.03
2017-08-31,"2,095","99,618",47.55,115.57
2017-09-01,"2,032","104,907",51.63,124.89
2017-09-02,"1,659","84,579",50.98,121.52
2017-09-03,"2,045","106,011",51.84,126.05
2017-09-04,"1,841","94,315",51.23,120.61
2017-09-05,"1,944","100,585",51.74,128.46
2017-09-06,"1,697","87,906",51.8,119.6
2017-09-07,"1,842","89,907",48.81,116.31
2017-09-08,"1,872","92,288",49.3,115.36
2017-09-09,"1,792","95,591",53.34,127.46
2017-09-10,"2,023","110,814",54.78,136.98
2017-09-11,"1,936","106,092",54.8,134.98
2017-09-12,"1,933","103,592",53.59,126.33
2017-09-13,"1,675","81,449",48.63,119.6
2017-09-14,"1,695","89,961",53.07,130.76
2017-09-15,"1,571","84,657",53.89,126.54
2017-09-16,"1,583","86,735",54.79,137.89
2017-09-17,"1,675","88,812",53.02,136.84
2017-09-18,"1,950","103,697",53.18,133.97
2017-09-19,"1,936","100,082",51.7,122.8
2017-09-20,"1,793","93,431",52.11,125.24
2017-09-21,"1,780","94,197",52.92,130.65
2017-09-22,"2,186","115,905",53.02,128.36
2017-09-23,"2,133","117,208",54.95,135.97
2017-09-24,"2,217","123,475",55.69,142.42
2017-09-25,"2,853","148,185",51.94,129.99
2017-09-26,"2,583","134,473",52.06,131.45
2017-09-27,"2,418","128,337",53.08,129.5
2017-09-28,"2,255","117,201",51.97,126.84
2017-09-29,"2,754","147,815",53.67,136.23
2017-09-30,"2,461","129,121",52.47,130.29
2017-10-01,"3,170","167,606",52.87,135.28
2017-10-02,"2,616","133,973",51.21,124.86
2017-10-03,"2,652","131,006",49.4,123.36
2017-10-04,"2,425","122,785",50.63,124.28
2017-10-05,"2,553","129,839",50.86,122.84
2017-10-06,"2,383","124,034",52.05,128.27
2017-10-07,"2,551","125,184",49.07,122.37
2017-10-08,"3,015","154,223",51.15,128.84
2017-10-09,"3,038","158,706",52.24,131.49
2017-10-10,"2,901","151,501",52.22,131.28
2017-10-11,"2,765","141,945",51.34,127.53
2017-10-12,"2,516","129,599",51.51,127.81
2017-10-13,"2,575","135,291",52.54,129.09
2017-10-14,"2,543","136,480",53.67,131.86
2017-10-15,"3,128","163,871",52.39,134.76
2017-10-16,"3,111","163,111",52.43,130.49
2017-10-17,"2,871","155,266",54.08,132.14
2017-10-18,"2,893","153,397",53.02,131.56
2017-10-19,"2,923","151,976",51.99,130.23
2017-10-20,"2,766","144,412",52.21,126.12
2017-10-21,"2,960","163,132",55.11,141.24
2017-10-22,"3,467","178,905",51.6,133.51
2017-10-23,"3,025","158,849",52.51,129.15
2017-10-24,"2,998","159,259",53.12,132.49
2017-10-25,"2,873","151,627",52.78,125.83
2017-10-26,"2,845","144,755",50.88,124.57
2017-10-27,"2,692","140,217",52.09,124.53
2017-10-28,"2,591","136,592",52.72,130.21
2017-10-29,"3,278","175,327",53.49,137.84
2017-10-30,"2,913","150,819",51.77,129.46
2017-10-31,"2,937","151,156",51.47,127.13
2017-11-01,"2,905","142,514",49.06,125.34
2017-11-02,"2,913","146,476",50.28,123.92
2017-11-03,"3,109","158,514",50.99,128.87
2017-11-04,"3,324","175,303",52.74,135.26
2017-11-05,"3,905","200,277",51.29,133.88
2017-11-06,"3,512","172,960",49.25,124.25
2017-11-07,"3,486","170,918",49.03,125.86
2017-11-08,"2,888","145,639",50.43,128.66
2017-11-09,"2,755","141,485",51.36,128.27
2017-11-10,"2,985","157,253",52.68,128.58
2017-11-11,"2,572","134,652",52.35,133.06
2017-11-12,"3,263","171,343",52.51,138.4
2017-11-13,"3,104","157,165",50.63,130
2017-11-14,"2,858","149,320",52.25,132.14
2017-11-15,"2,712","137,147",50.57,127.46
2017-11-16,"2,810","147,804",52.6,127.42
2017-11-17,"3,251","176,907",54.42,132.22
2017-11-18,"2,562","138,813",54.18,135.56
2017-11-19,"3,412","187,866",55.06,145.41
2017-11-20,"3,490","170,535",48.86,120.6
2017-11-21,"3,242","163,177",50.33,123.71
2017-11-22,"3,016","146,342",48.52,117.54
2017-11-23,"2,774","137,068",49.41,120.87
2017-11-24,"4,270","204,023",47.78,114.17
2017-11-25,"3,203","160,525",50.12,122.82
2017-11-26,"3,531","179,044",50.71,124.77
2017-11-27,"3,232","160,527",49.67,119.26
2017-11-28,"2,704","143,397",53.03,126.79
2017-11-29,"2,549","138,275",54.25,135.7
2017-11-30,"2,640","143,210",54.25,136.39
2017-12-01,"2,411","140,355",58.21,143.95
2017-12-02,"2,429","134,551",55.39,143.29
2017-12-03,"2,987","170,165",56.97,144.58
2017-12-04,"3,141","174,323",55.5,133.68
2017-12-05,"2,817","152,324",54.07,132.57
2017-12-06,"2,635","146,924",55.76,137.83
2017-12-07,"2,427","128,148",52.8,132.52
2017-12-08,"2,048","110,828",54.12,134.5
2017-12-09,"2,094","119,868",57.24,140.86
2017-12-10,"2,596","142,132",54.75,142.42
2017-12-11,"2,438","127,403",52.26,125.03
2017-12-12,"2,265","120,839",53.35,130.78
2017-12-13,"2,216","117,781",53.15,127.19
2017-12-14,"2,354","126,551",53.76,131.41
2017-12-15,"2,623","146,845",55.98,136.6
2017-12-16,"2,496","133,995",53.68,133.86
2017-12-17,"2,798","153,735",54.94,135.33
2017-12-18,"2,939","160,711",54.68,131.62
2017-12-19,"2,518","136,983",54.4,130.71
2017-12-20,"2,769","151,806",54.82,129.2
2017-12-21,"2,722","154,569",56.79,137.03
2017-12-22,"2,915","159,717",54.79,130.06
2017-12-23,"2,502","138,120",55.2,135.01
2017-12-24,"2,414","138,783",57.49,140.04
2017-12-25,"1,332","75,833",56.93,136.88
2017-12-26,"1,955","97,841",50.05,123.85
2017-12-27,"2,203","123,065",55.86,145.12
2017-12-28,"2,241","118,733",52.98,135.7
2017-12-29,"2,414","123,473",51.15,123.72
2017-12-30,"2,081","114,538",55.04,134.43
2017-12-31,"1,743","96,279",55.24,131.71
2018-01-01,"2,472","133,299",53.92,132.11
2018-01-02,"3,056","157,328",51.48,119.55
2018-01-03,"2,679","138,014",51.52,121.92
2018-01-04,"2,330","126,487",54.29,129.33
2018-01-05,"2,328","129,420",55.59,135.09
2018-01-06,"2,017","110,184",54.63,131.01
2018-01-07,"2,566","139,347",54.31,131.46
2018-01-08,"2,284","125,030",54.74,134.73
2018-01-09,"1,998","107,019",53.56,124.01
2018-01-10,"2,026","109,164",53.88,129.34
2018-01-11,"1,924","110,364",57.36,133.94
2018-01-12,"2,074","117,400",56.61,130.3
2018-01-13,"2,014","118,198",58.69,142.92
2018-01-14,"2,383","135,144",56.71,139.47
2018-01-15,"2,243","119,873",53.44,129.17
2018-01-16,"1,924","101,407",52.71,129.84
2018-01-17,"1,806","95,772",53.03,122.79
2018-01-18,"1,727","94,356",54.64,132.71
2018-01-19,"1,556","86,621",55.67,127.01
2018-01-20,"1,548","83,361",53.85,123.86
2018-01-21,"2,310","124,985",54.11,133.82
2018-01-22,"2,313","121,799",52.66,122.78
2018-01-23,"1,868","95,249",50.99,117.59
2018-01-24,"1,825","94,204",51.62,118.2
2018-01-25,"1,929","102,490",53.13,124.84
2018-01-26,"1,943","106,764",54.95,126.5
2018-01-27,"2,025","112,605",55.61,133.42
2018-01-28,"2,485","135,578",54.56,129
2018-01-29,"2,245","119,947",53.43,124.94
2018-01-30,"1,997","106,118",53.14,125.73
2018-01-31,"2,343","120,715",51.52,120.11
2018-02-01,"2,106","112,244",53.3,124.3
2018-02-02,"1,824","97,140",53.26,127.48
2018-02-03,"1,854","99,240",53.53,130.24
2018-02-04,"2,129","115,032",54.03,129.25
2018-02-05,"1,940","105,327",54.29,126.14
2018-02-06,"2,046","110,223",53.87,122.74
2018-02-07,"1,980","105,288",53.18,121.58
2018-02-08,"2,046","113,231",55.34,129.7
2018-02-09,"2,037","114,703",56.31,133.07
2018-02-10,"1,815","102,012",56.2,136.38
2018-02-11,"2,333","133,899",57.39,138.18
2018-02-12,"2,181","118,691",54.42,127.21
2018-02-13,"1,896","100,115",52.8,125.3
2018-02-14,"1,646","90,417",54.93,125.58
2018-02-15,"1,653","93,935",56.83,135.74
2018-02-16,"1,725","93,823",54.39,127.82
2018-02-17,"1,503","80,712",53.7,128.52
2018-02-18,"2,239","123,306",55.07,129.25
2018-02-19,"2,010","107,662",53.56,124.18
2018-02-20,"1,698","87,122",51.31,118.21
2018-02-21,"1,671","85,213",51,120.19
2018-02-22,"1,843","93,956",50.98,124.28
2018-02-23,"1,678","87,782",52.31,122.09
2018-02-24,"1,751","91,736",52.39,123.3
2018-02-25,"1,929","103,151",53.47,127.5
2018-02-26,"1,728","92,813",53.71,126.28
2018-02-27,"1,623","81,640",50.3,122.22
2018-02-28,"1,577","82,736",52.46,125.93
2018-03-01,"1,467","77,394",52.76,125.84
2018-03-02,"1,876","92,290",49.2,116.97
2018-03-03,"2,143","121,450",56.67,137.54
2018-03-04,"2,491","124,534",49.99,119.17
2018-03-05,"2,004","102,765",51.28,119.49
2018-03-06,"1,949","101,584",52.12,124.95
2018-03-07,"1,861","96,584",51.9,125.76
2018-03-08,"1,562","80,808",51.73,120.43
2018-03-09,"1,581","80,677",51.03,118.29
2018-03-10,"1,627","82,030",50.42,120.1
2018-03-11,"2,205","114,953",52.13,125.36
2018-03-12,"1,835","93,426",50.91,118.41
2018-03-13,"1,418","67,604",47.68,110.28
2018-03-14,"1,377","65,148",47.31,112.91
2018-03-15,"1,411","71,408",50.61,115.17
2018-03-16,"1,554","81,320",52.33,123.59
2018-03-17,"1,508","77,021",51.08,119.97
2018-03-18,"2,153","109,503",50.86,127.18
2018-03-19,"3,216","184,529",57.38,139.58
2018-03-20,"1,808","91,483",50.6,125.32
2018-03-21,"1,936","97,714",50.47,121.53
2018-03-22,"2,065","111,545",54.02,124.08
2018-03-23,"2,093","108,811",51.99,125.21
2018-03-24,"1,933","101,838",52.68,127.94
2018-03-25,"2,179","114,816",52.69,129.3
2018-03-26,"2,591","127,613",49.25,113.64
2018-03-27,"1,678","85,363",50.87,121.6
2018-03-28,"1,985","101,822",51.3,122.68
2018-03-29,"2,066","108,062",52.31,124.5
2018-03-30,"2,290","121,739",53.16,130.2
2018-03-31,"1,780","96,441",54.18,132.47
2018-04-01,"1,686","87,246",51.75,131.2
2018-04-02,"1,949","104,188",53.46,127.84
2018-04-03,"1,460","79,194",54.24,130.9
2018-04-04,"1,800","99,474",55.26,136.08
2018-04-05,"1,404","73,458",52.32,123.67
2018-04-06,"1,523","72,779",47.79,113.36
2018-04-07,"1,386","72,344",52.2,128.27
2018-04-08,"1,772","90,978",51.34,125.83
2018-04-09,"2,086","100,540",48.2,116.23
2018-04-10,"1,457","71,812",49.29,119.49
2018-04-11,"1,475","73,634",49.92,120.32
2018-04-12,"1,787","87,126",48.76,117.9
2018-04-13,"1,636","80,055",48.93,112.91
2018-04-14,"1,443","79,581",55.15,130.67
2018-04-15,"1,702","85,242",50.08,123.18
2018-04-16,"1,118","54,320",48.59,116.07
2018-04-17,"1,186","59,446",50.12,118.65
2018-04-18,"1,112","61,868",55.64,129.98
2018-04-19,"1,054","55,983",53.11,123.04
2018-04-20,"1,113","58,830",52.86,130.44
2018-04-21,"1,070","63,573",59.41,136.13
2018-04-22,"1,309","73,603",56.23,135.55
2018-04-23,"1,532","72,210",47.13,110.24
2018-04-24,"1,443","71,268",49.39,117.22
2018-04-25,"1,517","79,433",52.36,120.54
2018-04-26,"1,345","68,808",51.16,119.67
2018-04-27,"1,726","90,171",52.24,118.96
2018-04-28,"1,716","92,474",53.89,127.9
2018-04-29,"1,865","94,811",50.84,126.25
2018-04-30,"2,143","106,541",49.72,117.85
2018-05-01,"2,293","121,746",53.09,126.16
2018-05-02,"2,037","108,546",53.29,128.91
2018-05-03,"1,647","86,198",52.34,124.93
2018-05-04,"1,934","108,611",56.16,136.79
2018-05-05,"1,574","87,990",55.9,140.56
2018-05-06,"1,386","73,285",52.88,128.8
2018-05-07,"1,461","78,307",53.6,130.73
2018-05-08,"1,467","79,181",53.97,128.33
2018-05-09,"1,546","81,546",52.75,128.62
2018-05-10,"1,702","87,917",51.66,119.45
2018-05-11,"1,659","89,138",53.73,127.52
2018-05-12,"1,719","94,395",54.91,128.96
2018-05-13,"1,684","91,976",54.62,129.73
2018-05-14,"1,694","85,864",50.69,118.11
2018-05-15,"1,602","81,407",50.82,123.16
2018-05-16,"1,819","89,414",49.16,118.59
2018-05-17,"1,628","77,903",47.85,112.09
2018-05-18,"1,692","75,875",44.84,108.39
2018-05-19,"1,135","57,787",50.91,128.13
2018-05-20,"1,562","80,431",51.49,123.17
2018-05-21,"1,641","77,546",47.26,111.58
2018-05-22,"1,445","70,721",48.94,116.51
2018-05-23,"1,651","76,642",46.42,108.56
2018-05-24,"1,816","82,515",45.44,108.57
2018-05-25,"1,580","79,110",50.07,117.72
2018-05-26,"1,411","73,116",51.82,121.05
2018-05-27,"1,354","66,177",48.88,117.13
2018-05-28,"1,358","70,373",51.82,118.87
2018-05-29,"1,744","85,680",49.13,116.1
2018-05-30,"1,858","88,465",47.61,111.56
2018-05-31,"1,849","89,271",48.28,115.19
2018-06-01,"1,662","89,125",53.63,122.42
2018-06-02,"1,400","73,357",52.4,122.06
2018-06-03,"1,497","77,249",51.6,123.2
2018-06-04,"1,751","88,548",50.57,120.8
2018-06-05,"1,685","85,271",50.61,119.93
2018-06-06,"1,957","100,479",51.34,124.05
2018-06-07,"1,575","77,532",49.23,114.35
2018-06-08,"2,097","117,688",56.12,137.33
2018-06-09,"1,401","76,957",54.93,131.1
2018-06-10,"1,502","77,800",51.8,127.33
2018-06-11,"1,617","84,500",52.26,125.56
2018-06-12,"2,070","105,057",50.75,125.37
2018-06-13,"1,563","78,202",50.03,116.37
2018-06-14,"1,401","71,646",51.14,122.05
2018-06-15,"1,434","72,633",50.65,120.45
2018-06-16,"1,313","66,604",50.73,124.49
2018-06-17,"1,545","79,700",51.59,128.96
2018-06-18,"1,355","71,368",52.67,130.95
2018-06-19,"1,400","70,163",50.12,116.94
2018-06-20,"1,366","66,887",48.97,117.76
2018-06-21,"1,230","66,982",54.46,132.11
2018-06-22,"1,371","72,051",52.55,124.44
2018-06-23,"1,156","60,576",52.4,118.54
2018-06-24,"1,446","73,866",51.08,126.05
2018-06-25,"1,578","86,049",54.53,132.18
2018-06-26,"1,375","74,946",54.51,130.11
2018-06-27,"1,468","75,432",51.38,131.64
2018-06-28,"1,223","60,253",49.27,120.27
2018-06-29,"1,347","69,464",51.57,130.57
2018-06-30,"1,077","56,754",52.7,131.99
2018-07-01,"1,294","68,510",52.94,129.02
2018-07-02,"1,390","72,317",52.03,128.68
2018-07-03,"1,175","59,867",50.95,121.93
2018-07-04,"1,194","60,535",50.7,121.07
2018-07-05,"1,573","75,134",47.76,120.02
2018-07-06,"1,450","69,027",47.6,115.24
2018-07-07,"1,065","52,495",49.29,119.85
2018-07-08,"1,225","61,577",50.27,125.67
2018-07-09,"1,467","74,530",50.8,127.62
2018-07-10,"1,470","70,044",47.65,114.26
2018-07-11,"1,301","60,308",46.35,113.15
2018-07-12,"1,276","57,179",44.81,105.11
2018-07-13,"1,238","54,447",43.98,104.91
2018-07-14,"1,219","57,399",47.09,118.59
2018-07-15,"1,415","65,823",46.52,114.87
2018-07-16,"1,464","70,668",48.27,118.97
2018-07-17,"1,394","69,729",50.02,121.69
2018-07-18,"1,404","67,554",48.12,118.93
2018-07-19,"1,347","61,370",45.56,109
2018-07-20,"1,428","68,629",48.06,111.59
2018-07-21,329,"14,746",44.82,99.64
2018-07-22,"1,220","58,559",48,116.42
2018-07-23,"1,683","75,795",45.04,111.14
2018-07-24,"1,752","75,089",42.86,103.57
2018-07-25,"1,532","69,734",45.52,115.65
2018-07-26,"1,313","59,735",45.49,108.61
2018-07-27,"1,599","73,949",46.25,110.37
2018-07-28,"1,400","68,521",48.94,118.75
2018-07-29,"1,757","85,755",48.81,125.01
2018-07-30,"1,668","81,814",49.05,115.39
2018-07-31,"1,873","87,196",46.55,108.86
2018-08-01,"1,929","93,686",48.57,115.52
2018-08-02,"1,748","82,112",46.97,112.17
2018-08-03,"1,610","81,499",50.62,119.85
2018-08-04,"1,384","69,068",49.9,120.33
2018-08-05,"1,554","77,224",49.69,117.36
2018-08-06,"1,713","86,465",50.48,123.35
2018-08-07,"1,677","73,997",44.12,101.5
2018-08-08,"2,219","94,892",42.76,104.39
2018-08-09,"1,921","86,433",44.99,111.1
2018-08-10,"1,957","91,183",46.59,112.85
2018-08-11,"1,687","79,843",47.33,114.06
2018-08-12,"2,230","103,616",46.46,117.35
2018-08-13,"2,371","110,968",46.8,113.81
2018-08-14,"1,871","86,143",46.04,112.16
2018-08-15,"1,856","90,891",48.97,119.75
2018-08-16,"1,897","92,644",48.84,117.57
2018-08-17,"1,849","89,537",48.42,117.35
2018-08-18,"1,590","76,843",48.33,117.14
2018-08-19,"1,861","90,230",48.48,121.44
2018-08-20,"1,850","89,768",48.52,117.34
2018-08-21,"1,671","77,026",46.1,111.31
2018-08-22,"1,680","83,490",49.7,117.1
2018-08-23,"1,599","77,692",48.59,117.36
2018-08-24,"1,729","87,209",50.44,125.3
2018-08-25,"1,445","71,581",49.54,117.54
2018-08-26,"1,654","79,510",48.07,117.27
2018-08-27,"1,632","83,933",51.43,128.73
2018-08-28,"1,532","76,737",50.09,121.04
2018-08-29,"1,670","86,028",51.51,123.78
2018-08-30,"1,380","70,284",50.93,124.4
2018-08-31,"1,614","79,908",49.51,120.89
2018-09-01,"1,396","72,002",51.58,129.73
2018-09-02,"1,544","75,791",49.09,122.05
2018-09-03,"1,500","76,562",51.04,124.09
2018-09-04,"1,300","66,281",50.99,122.29
2018-09-05,"1,464","69,805",47.68,114.62
2018-09-06,"1,571","80,876",51.48,127.56
2018-09-07,"1,337","66,662",49.86,122.77
2018-09-08,"1,530","82,300",53.79,135.81
2018-09-09,"1,784","90,342",50.64,135.65
2018-09-10,"1,491","73,542",49.32,121.96
2018-09-11,"1,434","75,553",52.69,126.34
2018-09-12,"1,588","85,540",53.87,134.08
2018-09-13,"1,510","77,895",51.59,126.04
