Title,Theme,Segment,Email Feature Type ,Subject,List,Send Date & Time,Send Date,Send Time,Send Time (Hour),Send Weekday,Total Recipients,Successful Deliveries,Soft Bounces,Hard Bounces,Total Bounces,Times Forwarded,Forwarded Opens,Unique Opens,Open Rate,Total Opens,Unique Clicks,Click Rate,Total Clicks,Unsubscribes,Abuse Complaints,Bounce Rate,Unsubscribe Rate
"Consent, Much Ado, Hampstead, Tartuffe, Sh*t-Faced, Mood Music",Offer,Plays,Multi-show,Exclusive Preview Pricing For Consent + New West End Plays Opening Soon,(Do not use) FromTheBoxOffice Subscribers,May 01 2018 04:05 pm,"May 01, 2018 ",16:05:00,4:00:00 PM,Tuesday,24127,24088,34,5,39,0,0,6366,26.43%,9468,509,2.11%,851,79,2,3.28%,15.52062868
"Much Ado, Hampstead, Sh*t-Faced, Mood Music (evening re-send)",Cast Announcement,Plays,Multi-show,See Mel Giedroyc in Much Ado About Nothing + New & Upcoming Shows,(Do not use) FromTheBoxOffice Subscribers,May 01 2018 07:00 pm,"May 01, 2018 ",19:00:00,7:00:00 PM,Tuesday,126948,126854,85,9,94,0,0,17304,13.64%,21853,535,0.42%,745,214,9,3.86%,40
Gangsta Granny Pre Sale (copy 01),New On-Sale,Family,Solus,Ã¢ÂèÂ°Ã‚Â 48hr Exclusive Pre-Sale - Gangsta Granny is back in the West End,(Do not use) FromTheBoxOffice Subscribers,May 02 2018 11:27 am,"May 02, 2018 ",11:27:00,11:00:00 AM,Wednesday,21307,21288,13,6,19,0,0,3194,15.00%,4228,212,1.00%,303,48,1,6.57%,22.64150943
Snow White + Wicked Cast (active),New On-Sale,Family,Multi-show,"Ã°Å¸ÂçÅ_Ã‚Â Dawn French stars in Snow White, London's must-see panto - tickets on sale nowÃ‚Â Ã°Å¸â„¢Å’",(Do not use) FromTheBoxOffice Subscribers,May 04 2018 12:38 pm,"May 04, 2018 ",12:38:00,1:00:00 PM,Friday,151965,151875,68,22,90,0,0,28805,18.97%,41212,1725,1.14%,2362,208,11,0.00%,12.05797101
Circus Abyssinia Last chance & Soap - Underbelly,Closing Soon,Circus/Cabaret/Burlesque,Multi-show,Last Chance To See Circus Abyssinia at Underbelly Festival Southbank - Book Now & Save 47% Ã°Å¸Â_Â¸,(Do not use) FromTheBoxOffice Subscribers,May 05 2018 07:00 am,"May 05, 2018 ",07:00:00,7:00:00 AM,Saturday,10833,10825,4,4,8,0,0,1235,11.41%,1487,52,0.48%,72,17,1,5.88%,32.69230769
World Laughter Day:,Full-price,Comedy,Multi-show,"*|TITLE:FNAME|*, treat yourself to a comedy this World Laughter Day",(Do not use) FromTheBoxOffice Subscribers,May 06 2018 07:00 am,"May 06, 2018 ",07:00:00,7:00:00 AM,Sunday,13328,13311,15,2,17,0,0,3077,23.12%,4189,252,1.89%,369,41,0,0.00%,16.26984127
China National Peking Opera,Full-price,Dance/Opera/Classical,Solus,See The China National Peking Opera at Sadler's Wells Theatre,(Do not use) FromTheBoxOffice Subscribers,May 06 2018 07:00 am,"May 06, 2018 ",07:00:00,7:00:00 AM,Sunday,7696,7688,5,3,8,0,0,1827,23.76%,2359,48,0.62%,67,16,1,28.92%,33.33333333
Quiz - Â£25 seats solus,Offer,Plays,Solus,"*|TITLE:FNAME|*, Save 69% On James Graham's Quiz - Stalls Seats Only Ã‚Â£25",(Do not use) FromTheBoxOffice Subscribers,May 06 2018 07:00 am,"May 06, 2018 ",07:00:00,7:00:00 AM,Sunday,1456,1455,1,0,1,0,0,427,29.35%,576,27,1.86%,49,6,0,10.00%,22.22222222
Kinky Boots,Offer,Musicals,Solus,"*|TITLE:FNAME|*, enjoy a free seat upgrade on Kinky Boots, London's most fabulous musicalÃ‚Â Ã°Å¸â€™â€_",(Do not use) FromTheBoxOffice Subscribers,May 08 2018 12:22 pm,"May 08, 2018 ",12:22:00,12:00:00 PM,Tuesday,37602,37546,40,16,56,0,0,7269,19.36%,10196,319,0.85%,448,183,4,19.51%,57.36677116
20th Century Boy + Mood Music,Cast Announcement,Musicals,Multi-show,"Ã°Å¸Å_Â¶Ã‚Â See The Marc Bolan Musical, 20th Century Boy, at The Rose Theatre Kingston This WeekÃ‚Â ",(Do not use) FromTheBoxOffice Subscribers,May 08 2018 01:31 pm,"May 08, 2018 ",13:31:00,2:00:00 PM,Tuesday,7426,7424,2,0,2,0,0,2271,30.59%,2896,82,1.10%,112,14,0,27.27%,17.07317073
Summer Theatre,Full-price,All,Multi-show,Ã°Å¸Å’Å_Ã‚Â Concerts & outdoor theatre to enjoy this summer,(Do not use) FromTheBoxOffice Subscribers,May 08 2018 03:52 pm,"May 08, 2018 ",15:52:00,4:00:00 PM,Tuesday,11926,11919,6,1,7,0,0,2770,23.24%,3937,183,1.54%,278,32,1,0.00%,17.4863388
"Eugenius, Brief Encounter, An Ideal Husband, Quiz, TriOperas, Mindgame",New On-Sale,Musicals,Multi-show,New On Sale: Eugenius Is Back + Our Latest Theatre Offers,(Do not use) FromTheBoxOffice Subscribers,May 09 2018 12:51 pm,"May 09, 2018 ",12:51:00,1:00:00 PM,Wednesday,19692,19676,13,3,16,0,0,3584,18.22%,4777,195,0.99%,270,31,4,15.61%,15.8974359
Pinter at the Pinter ,New On-Sale,Plays,Multi-show,Unmissable Season Of Harold Pinter Plays - Tickets On Sale Now,(Do not use) FromTheBoxOffice Subscribers,May 10 2018 10:02 am,"May 10, 2018 ",10:02:00,10:00:00 AM,Thursday,37634,37591,35,8,43,0,0,8965,23.85%,13784,538,1.43%,937,72,4,31.50%,13.38289963
Aladdin NBF - May,Offer,Musicals,Solus,Experience Disney's Aladdin The Musical from only Ã‚Â£25 & no feesÃ‚Â Ã°Å¸â€™Â«,(Do not use) FromTheBoxOffice Subscribers,May 10 2018 12:36 pm,"May 10, 2018 ",12:36:00,1:00:00 PM,Thursday,10853,10850,1,2,3,0,0,2177,20.06%,2893,112,1.03%,157,10,0,14.07%,8.928571429
Young Frankenstein - No Fees Solus - May 2018,Offer,Comedy,Multi-show,Enjoy Mel Brooks' Young Frankenstein from Ã‚Â£20 & no feesÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,May 12 2018 07:00 am,"May 12, 2018 ",07:00:00,7:00:00 AM,Saturday,10264,10252,11,1,12,0,0,2020,19.70%,2641,83,0.81%,123,26,1,11.54%,31.3253012
Pinter at the Pinter  (re-send - active),New On-Sale,Plays,Multi-show,Unmissable Season Of Harold Pinter Plays - Tickets On Sale Now,(Do not use) FromTheBoxOffice Subscribers,May 12 2018 07:00 am,"May 12, 2018 ",07:00:00,7:00:00 AM,Saturday,29605,29572,19,14,33,0,0,3571,12.08%,5272,235,0.79%,373,41,0,50.00%,17.44680851
Underbelly Festival Solus - May 2018,Full-price,Circus/Cabaret/Burlesque,Multi-show,"Ã°Å¸Å’Å_ *|TITLE:FNAME|*, don't miss these Underbelly Festival treats",(Do not use) FromTheBoxOffice Subscribers,May 13 2018 07:00 am,"May 13, 2018 ",07:00:00,7:00:00 AM,Sunday,10139,10130,4,5,9,0,0,2295,22.66%,3018,165,1.63%,243,17,2,27.27%,10.3030303
Motown Offer Solus,Offer,Musicals,Solus,Discover Motown The Musical With Our Exclusive Offer,(Do not use) FromTheBoxOffice Subscribers,May 14 2018 12:00 pm,"May 14, 2018 ",12:00:00,12:00:00 PM,Monday,58127,58084,31,12,43,0,0,11521,19.84%,16233,683,1.18%,970,132,2,25.00%,19.32650073
"Dinosaurs, Peppa Pig, Paw Patrol, SuperVet",Full-price,Family,Multi-show,"Ã°Å¸Å’Å_Ã‚Â Family fun for summer: Paw Patrol Live, Gangsta Granny, The Hunting of the Snark & more",(Do not use) FromTheBoxOffice Subscribers,May 16 2018 07:00 am,"May 16, 2018 ",07:00:00,7:00:00 AM,Wednesday,23528,23513,10,5,15,0,0,4170,17.73%,5810,427,1.82%,752,59,1,17.65%,13.81733021
"Plays: Moderate Soprano, Thunderbirds, Wipers Times, Thunderbirds, Maly Drama",Offer,Plays,Multi-show,"Ã°Å¸Å_Â_Ã‚Â 55% off The Moderate Soprano, last chance to see Uncle Vanya & more",(Do not use) FromTheBoxOffice Subscribers,May 16 2018 07:00 am,"May 16, 2018 ",07:00:00,7:00:00 AM,Wednesday,10524,10506,5,13,18,0,0,2567,24.43%,3662,172,1.64%,289,46,1,0.41%,26.74418605
"Plays: Moderate Soprano, Thunderbirds, Wipers Times, Thunderbirds, Maly Drama (7pm re-send)",Offer,Plays,Multi-show,"Ã°Å¸Å_Â_Ã‚Â 55% off The Moderate Soprano, last chance to see Uncle Vanya & more",(Do not use) FromTheBoxOffice Subscribers,May 16 2018 07:00 pm,"May 16, 2018 ",19:00:00,7:00:00 PM,Wednesday,8737,8721,15,1,16,0,0,1436,16.47%,1826,59,0.68%,90,25,0,3.13%,42.37288136
"Dinosaurs, Peppa Pig, Paw Patrol, SuperVet (7pm re-send)",Full-price,Family,Multi-show,"Ã°Å¸Å’Å_Ã‚Â Family fun for summer: Paw Patrol Live, Gangsta Granny, The Hunting of the Snark & more",(Do not use) FromTheBoxOffice Subscribers,May 16 2018 07:00 pm,"May 16, 2018 ",19:00:00,7:00:00 PM,Wednesday,20743,20726,14,3,17,0,0,2619,12.64%,3541,300,1.45%,486,40,0,23.93%,13.33333333
"Red, The Inheritance, Mindgame, Sketching, Two For The Seesaw",New On-Sale,Plays,Multi-show,5 star reviews for RED + Young Vic's The Inheritance transfers to the West End - tickets on sale now,(Do not use) FromTheBoxOffice Subscribers,May 18 2018 01:10 pm,"May 18, 2018 ",13:10:00,1:00:00 PM,Friday,28736,28701,20,15,35,0,0,7385,25.73%,10097,429,1.49%,650,117,0,0.00%,27.27272727
"The Inheritance, Lieutenant, Mindgame, Sketching, Two For The Seesaw",Opening Soon,Plays,Multi-show,Young Vic's The Inheritance transfers to the West End + Michael Grandage's The Lieutenant of Inishmore opens soon,(Do not use) FromTheBoxOffice Subscribers,May 18 2018 01:18 pm,"May 18, 2018 ",13:18:00,1:00:00 PM,Friday,194,192,0,2,2,0,0,71,36.98%,103,6,3.13%,8,1,0,0.00%,16.66666667
Wicked Edinburgh Solus - New,New On-Sale,Musicals,Solus,Ã°Å¸â€™Å¡Ã‚Â Wicked Returns To Edinburgh - Tickets On Sale Now,(Do not use) FromTheBoxOffice Subscribers,May 18 2018 05:18 pm,"May 18, 2018 ",17:18:00,5:00:00 PM,Friday,2985,2984,1,0,1,0,0,756,25.34%,1039,114,3.82%,159,6,1,0.00%,5.263157895
"Red, The Inheritance, Mindgame, Sketching, Two For The Seesaw (copy 02)",New On-Sale,Plays,Multi-show,5 star reviews for RED + Young Vic's The Inheritance transfers to the West End - tickets on sale now,(Do not use) FromTheBoxOffice Subscribers,May 18 2018 06:06 pm,"May 18, 2018 ",18:06:00,6:00:00 PM,Friday,145759,145643,71,45,116,0,0,32032,21.99%,40913,745,0.51%,1161,416,8,50.00%,55.83892617
Strictly Ballroom Post-Opening Solus,Reviews,Musicals,Solus,Ã°Å¸â€™Æ’Ã‚Â Strictly Ballroom The Musical is now open at London's Piccadilly Theatre,(Do not use) FromTheBoxOffice Subscribers,May 18 2018 07:00 pm,"May 18, 2018 ",19:00:00,7:00:00 PM,Friday,22490,22405,76,9,85,0,0,4837,21.59%,6806,299,1.33%,416,76,2,0.00%,25.4180602
"Celebs On Stage: Red, Lieutenant, Strictly Ballroom, ",Full-price,All,Multi-show,"*|TITLE:FNAME|*, see your favourite celebs live on the West End stage Ã°Å¸ËœÂçÃ‚Â ",(Do not use) FromTheBoxOffice Subscribers,May 20 2018 07:00 am,"May 20, 2018 ",07:00:00,7:00:00 AM,Sunday,20860,20839,15,6,21,0,0,4645,22.29%,6361,331,1.59%,505,71,1,1.86%,21.45015106
"On Your Feet, Kinky Boots, An Ideal Husband, Mindgame, Key West, Tartuffe, 42nd Street, SOAP",New On-Sale,Musicals,Multi-show,Ã°Å¸Å_Â¶ New Musicals On Sale: On Your Feet - The Gloria Estefan Musical & It Happened In Key West,(Do not use) FromTheBoxOffice Subscribers,May 23 2018 10:42 am,"May 23, 2018 ",10:42:00,11:00:00 AM,Wednesday,85768,85694,59,15,74,0,0,18989,22.16%,25381,963,1.12%,1513,307,6,2.34%,31.87954309
Off-West End Theatre,New On-Sale,Plays,Multi-show,Green Day's musical American Idiot on sale now + Off-West End theatre from Ã‚Â£11,(Do not use) FromTheBoxOffice Subscribers,May 23 2018 01:01 pm,"May 23, 2018 ",13:01:00,1:00:00 PM,Wednesday,6153,6149,3,1,4,0,0,1376,22.38%,1900,72,1.17%,104,28,0,12.50%,38.88888889
On Your Feet Solus ,New On-Sale,Musicals,Solus,Ã°Å¸Å_Â¶Ã‚Â On Your Feet! The Emilio & Gloria Estefan Musical Is On Sale Now,(Do not use) FromTheBoxOffice Subscribers,May 23 2018 05:16 pm,"May 23, 2018 ",17:16:00,5:00:00 PM,Wednesday,3987,3985,1,1,2,0,0,1067,26.78%,1368,57,1.43%,83,16,1,2.04%,28.07017544
ENO New Season,New On-Sale,Dance/Opera/Classical,Multi-show,ENO's new season is on sale now - book tickets from Ã‚Â£14.40,(Do not use) FromTheBoxOffice Subscribers,May 23 2018 07:00 pm,"May 23, 2018 ",19:00:00,7:00:00 PM,Wednesday,7514,7507,7,0,7,0,0,2167,28.87%,3266,211,2.81%,349,33,1,0.00%,15.63981043
ThunderbirdsSolus,New On-Sale,Musicals,Multi-show,Ã°Å¸Å¡â‚¬Ã‚Â Thunderbirds: Beyond the Horizon - Tickets On Sale Now,(Do not use) FromTheBoxOffice Subscribers,May 26 2018 07:00 am,"May 26, 2018 ",07:00:00,7:00:00 AM,Saturday,4310,4310,0,0,0,0,0,1005,23.32%,1441,84,1.95%,130,31,0,0.00%,36.9047619
Sea Wall Old Vic + Mood Music + Sylvia + A Monster Calls,New On-Sale,Plays,Multi-show,Simon Stephens' Sea Wall on sale now at The Old VicÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,May 26 2018 09:00 am,"May 26, 2018 ",09:00:00,9:00:00 AM,Saturday,38384,38357,20,7,27,0,0,10278,26.80%,14034,486,1.27%,663,339,3,1.42%,69.75308642
Mo The Comedian Solus,New On-Sale,Comedy,Solus,Now On Sale: Mo Gilligan AKA Mo The Comedian At The Vaudeville Theatre,(Do not use) FromTheBoxOffice Subscribers,May 29 2018 10:42 am,"May 29, 2018 ",10:42:00,11:00:00 AM,Tuesday,91469,91410,52,7,59,0,0,14215,15.55%,17747,235,0.26%,329,376,3,0.00%,160
"Mo Gilligan, Ross Noble, Bill Bailey, Underbelly Comedy, Young Frank",Offer,Comedy,Multi-show,See Mo Gilligan live in London + more stand-up comedy & special offers,(Do not use) FromTheBoxOffice Subscribers,May 30 2018 02:46 pm,"May 30, 2018 ",14:46:00,3:00:00 PM,Wednesday,60167,60122,29,16,45,0,0,11909,19.81%,15219,485,0.81%,707,299,6,4.94%,61.64948454
Wicked Edinburgh Solus - retargeting,New On-Sale,Musicals,Multi-show,Ã°Å¸â€™Å¡Ã‚Â Wicked Edinburgh - Must End 9 June,(Do not use) FromTheBoxOffice Subscribers,May 30 2018 05:38 pm,"May 30, 2018 ",17:38:00,6:00:00 PM,Wednesday,2350,2345,3,2,5,0,0,442,18.85%,572,102,4.35%,158,6,0,0.00%,5.882352941
"Everybody's Talking About Jamie, Kiss Me Kate, American Idiot, TKAI, Mo",Offer,Musicals,Multi-show,Everybody's Talking About Jamie extends to April 2019 + save over 50% on London's favourite musicals Ã°Å¸ËœÂç,(Do not use) FromTheBoxOffice Subscribers,May 30 2018 06:00 pm,"May 30, 2018 ",18:00:00,6:00:00 PM,Wednesday,52120,52081,29,10,39,0,0,13417,25.76%,17896,590,1.13%,901,211,2,0.00%,35.76271186
Consent reviews + Imperium NBF + Lonely Planet + Peter Pan + Blueberry Toast,Offer,Plays,Multi-show,"Ã°Å¸Å_Â_ Rave reviews for Peter Pan, Consent & Blueberry Toast + our latest theatre offers",(Do not use) FromTheBoxOffice Subscribers,May 31 2018 12:56 pm,"May 31, 2018 ",12:56:00,1:00:00 PM,Thursday,17227,17198,11,18,29,0,0,4874,28.34%,6820,353,2.05%,516,101,3,5.26%,28.61189802
Imperium - Part II to Part I bookers,Offer,Plays,Multi-show,"*|TITLE:FNAME|*, book Imperium II & save 44%",(Do not use) FromTheBoxOffice Subscribers,Jun 01 2018 12:00 pm,"Jun 01, 2018 ",12:00:00,12:00:00 PM,Friday,26,26,0,0,0,0,0,14,53.85%,43,6,23.08%,11,0,0,0.00%,0
"Consent, Imperium, Goldfish Bowl, Adam Kay",Reviews,Plays,Multi-show,5 stars & no fees for Consent at the Harold Pinter + 44% off RSC's Imperium,(Do not use) FromTheBoxOffice Subscribers,Jun 01 2018 04:09 pm,"Jun 01, 2018 ",16:09:00,4:00:00 PM,Friday,33919,33897,17,5,22,0,0,7361,21.72%,10155,496,1.46%,710,127,3,3.42%,25.60483871
TKAI - The One Show - Active,Full-price,Musicals,Solus,Catch a sneak peek of The King and I on BBC's The One Show tonightÃ‚Â Ã°Å¸ËœÂç,(Do not use) FromTheBoxOffice Subscribers,Jun 01 2018 06:30 pm,"Jun 01, 2018 ",18:30:00,7:00:00 PM,Friday,3756,3753,3,0,3,0,0,887,23.63%,1307,78,2.08%,92,10,0,2.27%,12.82051282
"TINA on BGT, Motown - no fees,",Offer,Musicals,Multi-show,Ã°Å¸ËœÂç Exclusive performance from TINA on BGT tonight + no fees on Motown,(Do not use) FromTheBoxOffice Subscribers,Jun 03 2018 07:00 pm,"Jun 03, 2018 ",19:00:00,7:00:00 PM,Sunday,137572,137481,61,30,91,0,0,30554,22.22%,41831,1558,1.13%,2138,334,7,2.34%,21.43774069
James Acaster + underbelly stand-up,New On-Sale,Comedy,Multi-show,James Acaster's New Show On Sale Now - Tickets From Ã‚Â£22.50,(Do not use) FromTheBoxOffice Subscribers,Jun 04 2018 12:26 pm,"Jun 04, 2018 ",12:26:00,12:00:00 PM,Monday,19596,19558,36,2,38,0,0,7128,36.45%,9327,258,1.32%,406,90,3,2.83%,34.88372093
Sea Wall Old Vic + Mood Music + Sylvia + A Monster Calls (retarget),Offer,Plays,Multi-show,"Save 40% on The Old Vic's Sylvia, starring Beverley Knight.",(Do not use) FromTheBoxOffice Subscribers,Jun 06 2018 12:12 pm,"Jun 06, 2018 ",12:12:00,12:00:00 PM,Wednesday,26612,26588,18,6,24,0,0,3228,12.14%,4220,147,0.55%,190,99,1,0.50%,67.34693878
"Knights of the Rose, Heathers, Brief Encounter, Showstopper,",Offer,Musicals,Multi-show,Ã°Å¸Å_Â¶ Musicals opening soon: Knights Of The Rose & Heathers + 40% off Sylvia starring Beverley Knight,(Do not use) FromTheBoxOffice Subscribers,Jun 06 2018 06:30 pm,"Jun 06, 2018 ",18:30:00,7:00:00 PM,Wednesday,93523,93469,44,10,54,0,0,22847,24.44%,30987,871,0.93%,1258,198,6,2.91%,22.73249139
Fantasia Solus,New On-Sale,Musicals,Solus,Ã¢Å“Â¨ Celebrate Disney Fantasia with Sounds and Sorcery at The VaultsÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,Jun 07 2018 06:00 am,"Jun 07, 2018 ",06:00:00,6:00:00 AM,Thursday,37004,36984,17,3,20,0,0,6051,16.36%,8115,199,0.54%,257,90,2,0.37%,45.22613065
"Plays: Pressure, Act & Terminal 3, Killer Joe, Moderate Soprano, Jungle, As You Like It",Reviews,Plays,Multi-show,Reviews are out for Killer Joe + unmissable shows opening soonÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,Jun 07 2018 05:34 pm,"Jun 07, 2018 ",17:34:00,6:00:00 PM,Thursday,35347,35332,15,0,15,0,0,7645,21.64%,10596,434,1.23%,650,66,3,1.96%,15.20737327
Kinky Boots Solus,Offer,Musicals,Solus,Ã°Å¸â€™â€_Ã‚Â Celebrate the new cast of Kinky Boots & save over 50%Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Jun 07 2018 05:46 pm,"Jun 07, 2018 ",17:46:00,6:00:00 PM,Thursday,3664,3660,2,2,4,0,0,667,18.22%,929,23,0.63%,29,11,0,0.00%,47.82608696
Cirque du Soleil: Totem - New On Sale Solus ,New On-Sale,Circus/Cabaret/Burlesque,Solus,Ã¢Å“Â¨Ã‚Â Cirque du Soleil's TOTEM returns to London - tickets on sale now,(Do not use) FromTheBoxOffice Subscribers,Jun 08 2018 11:30 am,"Jun 08, 2018 ",11:30:00,12:00:00 PM,Friday,247422,247269,125,28,153,0,0,52693,21.31%,74508,3178,1.29%,4681,541,10,2.97%,17.02328508
Lonely Planet Offer Solus,Offer,Plays,Solus,Save 50% on Steven Dietz's Lonely Planet at Trafalgar Studios,(Do not use) FromTheBoxOffice Subscribers,Jun 11 2018 04:02 pm,"Jun 11, 2018 ",16:02:00,4:00:00 PM,Monday,2226,2200,26,0,26,0,0,456,20.73%,601,7,0.32%,7,8,0,0.00%,114.2857143
Katherine Ryan + Father's Day,New On-Sale,All,Multi-show,Katherine Ryan Tickets On Sale Now,(Do not use) FromTheBoxOffice Subscribers,Jun 12 2018 06:00 am,"Jun 12, 2018 ",06:00:00,6:00:00 AM,Tuesday,87739,87687,41,11,52,0,0,15485,17.66%,19766,461,0.53%,643,218,2,2.25%,47.28850325
"Summer and Smoke, Pity, Biennale, Shebeen, Kiss Me Kate",New On-Sale,Plays,Multi-show,Tennessee Williams' Summer and Smoke transfers to the West End - tickets on sale now,(Do not use) FromTheBoxOffice Subscribers,Jun 13 2018 10:42 am,"Jun 13, 2018 ",10:42:00,11:00:00 AM,Wednesday,33684,33658,19,7,26,0,0,7249,21.54%,11454,546,1.62%,751,59,1,2.15%,10.80586081
Barry Humphries + Burlesque + Underbelly,Offer,Circus/Cabaret/Burlesque,Multi-show,25% Off: Barry Humphries' Weimar Cabaret @ The Barbican Tickets,(Do not use) FromTheBoxOffice Subscribers,Jun 15 2018 10:34 am,"Jun 15, 2018 ",10:34:00,11:00:00 AM,Friday,7591,7587,2,2,4,0,0,1623,21.39%,2104,48,0.63%,86,17,0,1.67%,35.41666667
True West,New On-Sale,Plays,Solus,"On Sale Now: The West End premiere of True West, with Kit Harington &Ã‚Â Johnny Flynn.",(Do not use) FromTheBoxOffice Subscribers,Jun 15 2018 12:08 pm,"Jun 15, 2018 ",12:08:00,12:00:00 PM,Friday,10456,10451,3,2,5,0,0,2167,20.73%,3331,106,1.01%,148,12,0,6.18%,11.32075472
True West (copy 04),New On-Sale,Plays,Solus,"On Sale Now: The West End premiere of True West, with Kit Harington &Ã‚Â Johnny Flynn.",(Do not use) FromTheBoxOffice Subscribers,Jun 15 2018 01:12 pm,"Jun 15, 2018 ",13:12:00,1:00:00 PM,Friday,36347,36316,21,10,31,0,0,8735,24.05%,11464,168,0.46%,213,76,0,0.00%,45.23809524
West End Live - DAY 1,Full-price,All,Multi-show,Ã°Å¸Å_Â¶ West End Live 2018 Special,(Do not use) FromTheBoxOffice Subscribers,Jun 16 2018 05:30 pm,"Jun 16, 2018 ",17:30:00,6:00:00 PM,Saturday,45206,45187,13,6,19,0,0,10931,24.19%,15908,601,1.33%,825,61,0,0.00%,10.14975042
West End Live - DAY 2,Full-price,All,Multi-show,Ã°Å¸Å_Â¶ West End Live 2018 Special,(Do not use) FromTheBoxOffice Subscribers,Jun 17 2018 05:30 pm,"Jun 17, 2018 ",17:30:00,6:00:00 PM,Sunday,43333,43312,16,5,21,0,0,9834,22.71%,13504,368,0.85%,501,52,1,4.84%,14.13043478
We're Going on a Bear Hunt,New On-Sale,Family,Solus,We're Going on a Bear Hunt is back in the West EndÃ°Å¸ÂêÂ»,(Do not use) FromTheBoxOffice Subscribers,Jun 19 2018 01:24 pm,"Jun 19, 2018 ",13:24:00,1:00:00 PM,Tuesday,3088,3088,0,0,0,0,0,719,23.28%,1067,64,2.07%,96,2,0,2.22%,3.125
The Importance of Being Earnest_Solus,Offer,Plays,Multi-show,36% Off: The Importance of Being Earnest Exclusive Offer,(Do not use) FromTheBoxOffice Subscribers,Jun 19 2018 01:34 pm,"Jun 19, 2018 ",13:34:00,2:00:00 PM,Tuesday,1553,1551,2,0,2,0,0,451,29.08%,843,55,3.55%,76,2,0,2.70%,3.636363636
Underbelly Festival Solus - June 2018,Full-price,Circus/Cabaret/Burlesque,Multi-show,"Ã°Å¸Å’Å_ *|TITLE:FNAME|*, enjoy comedy, circus & family shows from only Ã‚Â£12",(Do not use) FromTheBoxOffice Subscribers,Jun 21 2018 12:20 pm,"Jun 21, 2018 ",12:20:00,12:00:00 PM,Thursday,18410,18397,10,3,13,0,0,3237,17.60%,4247,138,0.75%,249,34,0,7.10%,24.63768116
Consent Solus ,Offer,Plays,Solus,Exclusive flash sale on Consent at the Harold Pinter Theatre,(Do not use) FromTheBoxOffice Subscribers,Jun 22 2018 12:31 pm,"Jun 22, 2018 ",12:31:00,1:00:00 PM,Friday,2499,2496,2,1,3,0,0,695,27.84%,983,36,1.44%,46,3,0,0.00%,8.333333333
"Bank Robbery, Great Gatsby, Greatest Wealth, Two For Seesaw, Club Swizzle",Offer,All,Multi-show,Save up to 50% on musicals & plays this week,(Do not use) FromTheBoxOffice Subscribers,Jun 22 2018 03:43 pm,"Jun 22, 2018 ",15:43:00,4:00:00 PM,Friday,47482,47451,25,6,31,0,0,7940,16.73%,10790,521,1.10%,807,89,1,0.00%,17.08253359
Pinter NBF,Offer,Plays,Multi-show,Pinter at the Pinter tickets from Ã‚Â£15 & no fees - offer ends soon!,(Do not use) FromTheBoxOffice Subscribers,Jun 22 2018 05:24 pm,"Jun 22, 2018 ",17:24:00,5:00:00 PM,Friday,5376,5371,5,0,5,0,0,1528,28.45%,2388,62,1.15%,90,17,0,0.00%,27.41935484
Consent + Pinters,Offer,Plays,Multi-show,"Book by Monday: Save 58% On Tickets For Consent, Nina Raine's Acclaimed New Play",(Do not use) FromTheBoxOffice Subscribers,Jun 22 2018 06:14 pm,"Jun 22, 2018 ",18:14:00,6:00:00 PM,Friday,20580,20565,11,4,15,0,0,4884,23.75%,7062,211,1.03%,325,37,1,2.01%,17.53554502
Don Quixote (copy 01),New On-Sale,Plays,Solus,New On Sale: RSC's Don Quixote Starring Rufus Hound At London's Garrick Theatre,(Do not use) FromTheBoxOffice Subscribers,Jun 25 2018 11:49 am,"Jun 25, 2018 ",11:49:00,12:00:00 PM,Monday,12858,12847,10,1,11,0,0,5647,43.96%,8117,166,1.29%,227,16,0,14.29%,9.638554217
Don Quixote - RSC segment,New On-Sale,Plays,Solus,New On Sale: RSC's Don Quixote Starring Rufus HoundÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,Jun 25 2018 05:11 pm,"Jun 25, 2018 ",17:11:00,5:00:00 PM,Monday,17268,17258,7,3,10,0,0,7100,41.14%,9281,164,0.95%,243,32,2,8.82%,19.51219512
Killer Joe Solus,Cast Announcement,Plays,Solus,Don't miss Orlando Bloom in Killer Joe on the West End this summer Ã°Å¸ËœÂç,(Do not use) FromTheBoxOffice Subscribers,Jun 26 2018 05:25 pm,"Jun 26, 2018 ",17:25:00,5:00:00 PM,Tuesday,8921,8917,2,2,4,0,0,1889,21.18%,2791,129,1.45%,168,26,2,0.64%,20.15503876
"Book early for xmas: Awful Auntie, Circus 1903, Rumpel, Snow White, Nativity, Xmas Carol",New On-Sale,Family,Multi-show,Ã¢ÂèÂ° 24hr Pre-Sale For David Walliams' Awful Auntie + More Christmas Treats,(Do not use) FromTheBoxOffice Subscribers,Jun 27 2018 12:08 pm,"Jun 27, 2018 ",12:08:00,12:00:00 PM,Wednesday,195026,194886,90,50,140,0,0,30131,15.46%,40639,1740,0.89%,2668,316,9,5.00%,18.16091954
